dataset	read_mode	repeat	rank	order	chunk_id	queue	start	end	bytes	records	stage2_seconds
SRR2496709	PE	1	0	16	88	4	1730150544	1749811304	19660760	70217	2.336393
SRR2496709	PE	1	0	17	101	5	1985740984	2005401744	19660760	70217	1.400272
SRR2496709	PE	1	0	18	102	0	2005401744	2025062504	19660760	70217	2.097676
SRR2496709	PE	1	0	19	103	1	2025062504	2044723264	19660760	70217	1.913937
SRR2496709	PE	1	0	20	110	2	2162688104	2182348864	19660760	70217	1.955232
SRR2496709	PE	1	0	21	117	3	2300313704	2319974464	19660760	70217	1.730232
SRR2496709	PE	1	0	22	124	4	2437939304	2457600064	19660760	70217	1.644272
SRR2496709	PE	1	0	23	131	5	2575564904	2595225664	19660760	70217	1.704737
SRR2496709	PE	1	0	24	132	0	2595225664	2614886424	19660760	70217	1.467244
SRR2496709	PE	1	0	25	139	1	2732851264	2752512024	19660760	70217	2.699459
SRR2496709	PE	1	0	26	146	2	2870477060	2890137812	19660752	69228	1.710202
SRR2496709	PE	1	0	27	153	3	3008102608	3027763360	19660752	69228	1.771952
SRR2496709	PE	1	0	28	160	4	3145728156	3165388908	19660752	69228	1.392004
SRR2496709	PE	1	0	29	167	5	3194880036	3199795224	4915188	17307	0.417652
SRR2496709	PE	1	0	30	168	0	3199795224	3204710412	4915188	17307	0.447851
SRR2496709	PE	1	0	31	175	1	3234201824	3239117012	4915188	17307	0.478783
SRR2496709	PE	1	0	32	176	2	3239117012	3244032200	4915188	17307	0.36923
SRR2496709	PE	1	0	33	177	3	3244032200	3248947388	4915188	17307	0.380003
SRR2496709	PE	1	0	34	184	4	3278438516	3283353704	4915188	17307	0.39344
SRR2496709	PE	1	0	35	191	5	3312844832	3317760020	4915188	17307	0.389597
SRR2496709	PE	1	0	36	192	0	3317760020	3322675208	4915188	17307	0.367989
SRR2496709	PE	1	0	37	187	1	3293184080	3298099268	4915188	17307	0.449451
SRR2496709	PE	1	0	38	194	2	3327590680	3332505868	4915188	17307	0.38
SRR2496709	PE	1	0	39	201	3	3361996996	3366912184	4915188	17307	0.401818
SRR2496709	PE	1	0	40	208	4	3396403312	3401318500	4915188	17307	0.402057
SRR2496709	PE	1	0	41	215	5	3430809628	3435724816	4915188	17307	0.369283
SRR2496709	PE	1	0	42	216	0	3435724816	3440640004	4915188	17307	0.36475
SRR2496709	PE	1	0	43	217	1	3440640004	3445555476	4915472	17308	0.501915
SRR2496709	PE	1	0	44	230	2	3482419244	3483648112	1228868	4327	0.1408
SRR2496709	PE	1	0	45	237	3	3491021036	3492249620	1228584	4326	0.132805
SRR2496709	PE	1	0	46	244	4	3499622544	3500851412	1228868	4327	0.114305
SRR2496709	PE	1	0	47	251	5	3508224052	3509452920	1228868	4327	0.382207
SRR2496709	PE	1	0	48	246	0	3502080280	3503308864	1228584	4326	0.120349
SRR2496709	PE	1	0	49	253	1	3510681788	3511910656	1228868	4327	0.218147
SRR2496709	PE	1	0	50	272	2	3534028860	3535257728	1228868	4327	0.386326
SRR2496709	PE	1	1	0	1	1	19660888	39321660	19660772	71634	2.046575
SRR2496709	PE	1	1	1	8	2	157286544	176947404	19660860	71235	1.602162
SRR2496709	PE	1	1	2	15	3	294912264	314573024	19660760	70217	8.335075
SRR2496709	PE	1	1	3	28	4	550502424	570163464	19661040	70218	1.782211
SRR2496709	PE	1	1	4	35	5	688128024	707789064	19661040	70218	2.302119
SRR2496709	PE	1	1	5	36	0	707789064	727449824	19660760	70217	1.638583
SRR2496709	PE	1	1	6	43	1	845414664	865075424	19660760	70217	1.885922
