dataset	read_mode	repeat	rank	order	chunk_id	queue	start	end	bytes	records	stage2_seconds
ERR1203383	PE	1	5	37	216	0	3420979260	3425894412	4915152	21186	0.553275
ERR1203383	PE	1	5	38	223	1	3455385788	3460300940	4915152	21186	0.396821
ERR1203383	PE	1	5	39	230	2	3471360148	3472588820	1228672	5296	0.349471
ERR1203383	PE	1	5	40	237	3	3479961780	3481190452	1228672	5296	5.045165
ERR1203383	PE	1	5	41	250	4	3495936140	3497164812	1228672	5296	3.576507
ERR1203383	PE	2	0	0	0	0	0	19660976	19660976	89570	2.186652
ERR1203383	PE	2	0	1	7	1	137625820	157286524	19660704	87771	1.950192
ERR1203383	PE	2	0	2	14	2	275251392	294912060	19660668	86231	1.86498
ERR1203383	PE	2	0	3	21	3	412876980	432537648	19660668	86231	2.162314
ERR1203383	PE	2	0	4	28	4	550502568	570163236	19660668	86231	1.797365
ERR1203383	PE	2	0	5	35	5	688128156	707788824	19660668	86231	1.839593
ERR1203383	PE	2	0	6	36	0	707788824	727449720	19660896	86232	1.909739
ERR1203383	PE	2	0	7	43	1	845414412	865075308	19660896	86232	2.171522
ERR1203383	PE	2	0	8	50	2	983040000	1002700896	19660896	86232	2.273863
ERR1203383	PE	2	0	9	57	3	1120665816	1140326484	19660668	86231	1.594049
ERR1203383	PE	2	0	10	64	4	1258291404	1277952072	19660668	86231	1.934962
ERR1203383	PE	2	0	11	71	5	1395916992	1415577660	19660668	86231	1.947041
ERR1203383	PE	2	0	12	72	0	1415577660	1435238556	19660896	86232	1.788303
ERR1203383	PE	2	0	13	79	1	1553203248	1572864144	19660896	86232	2.114714
ERR1203383	PE	2	0	14	86	2	1690828836	1710489732	19660896	86232	2.023112
ERR1203383	PE	2	0	15	93	3	1828454424	1848115320	19660896	86232	1.615739
ERR1203383	PE	2	0	16	100	4	1966080012	1985740908	19660896	86232	2.012415
ERR1203383	PE	2	0	17	107	5	2103705600	2123366496	19660896	86232	1.639327
ERR1203383	PE	2	0	18	108	0	2123366496	2143027392	19660896	86232	1.765318
ERR1203383	PE	2	0	19	115	1	2260992084	2280652860	19660776	85846	2.205456
ERR1203383	PE	2	0	20	122	2	2398617668	2418278508	19660840	84745	2.153114
ERR1203383	PE	2	0	21	129	3	2536243316	2555904156	19660840	84745	1.487988
