dataset	read_mode	repeat	rank	order	chunk_id	queue	start	end	bytes	records	stage2_seconds
ERR1203383	PE	1	2	25	153	3	3008102548	3027763388	19660840	84745	2.167017
ERR1203383	PE	1	2	26	160	4	3145728196	3150643348	4915152	21186	0.599002
ERR1203383	PE	1	2	27	167	5	3180134492	3185049644	4915152	21186	0.549511
ERR1203383	PE	1	2	28	168	0	3185049644	3189965028	4915384	21187	0.522224
ERR1203383	PE	1	2	29	175	1	3219456172	3224371324	4915152	21186	0.692937
ERR1203383	PE	1	2	30	182	2	3253862468	3258777620	4915152	21186	0.491797
ERR1203383	PE	1	2	31	189	3	3288268996	3293184148	4915152	21186	0.481929
ERR1203383	PE	1	2	32	196	4	3322675292	3327590444	4915152	21186	0.610382
ERR1203383	PE	1	2	33	203	5	3357081820	3361996972	4915152	21186	0.724939
ERR1203383	PE	1	2	34	204	0	3361996972	3366912124	4915152	21186	0.635682
ERR1203383	PE	1	2	35	211	1	3396403268	3401318420	4915152	21186	0.508366
ERR1203383	PE	1	2	36	218	2	3430809796	3435724948	4915152	21186	0.645036
ERR1203383	PE	1	2	37	225	3	3465216092	3470131244	4915152	21186	2.473018
ERR1203383	PE	1	3	0	3	3	58982556	78643260	19660704	87771	2.247538
ERR1203383	PE	1	3	1	10	4	196608156	216268860	19660704	87771	1.644227
ERR1203383	PE	1	3	2	17	5	334233624	353894520	19660896	86232	1.679477
ERR1203383	PE	1	3	3	18	0	353894520	373555416	19660896	86232	1.837172
ERR1203383	PE	1	3	4	25	1	491520108	511181004	19660896	86232	1.618753
ERR1203383	PE	1	3	5	32	2	629145696	648806592	19660896	86232	1.452706
ERR1203383	PE	1	3	6	39	3	766771284	786432180	19660896	86232	1.724621
ERR1203383	PE	1	3	7	46	4	904396872	924057768	19660896	86232	2.222674
ERR1203383	PE	1	3	8	53	5	1042022460	1061683356	19660896	86232	1.928827
ERR1203383	PE	1	3	9	54	0	1061683356	1081344024	19660668	86231	1.701333
ERR1203383	PE	1	3	10	61	1	1199308944	1218969612	19660668	86231	2.023009
ERR1203383	PE	1	3	11	68	2	1336934532	1356595200	19660668	86231	1.795402
ERR1203383	PE	1	3	12	75	3	1474560120	1494221016	19660896	86232	3.352272
ERR1203383	PE	1	3	13	82	4	1612185708	1631846604	19660896	86232	1.871324
ERR1203383	PE	1	3	14	89	5	1749811296	1769472192	19660896	86232	1.707352
ERR1203383	PE	1	3	15	90	0	1769472192	1789132860	19660668	86231	1.802237
